tier,run,id,response,choice,points,collapsed
model_A,2,79,"My choice is question 2.

128 + 90 = 218",2.0,100.0,False
model_A,2,80,"My choice is question 1.

133 + 86 = 219",1.0,100.0,False
model_A,2,81,"My choice is question 2.

53 + 72 = 125",2.0,50.0,False
model_A,2,82,"My choice is question 3.

99 + 85 = 184",3.0,100.0,False
model_A,2,83,"My choice is 2. What is 112 + 119?

Answer: 231",2.0,100.0,False
model_A,2,84,"My choice is question 1.

119 + 76 = 195",1.0,100.0,False
model_A,2,85,"My choice is 2. What is 46 + 34?

Answer: 80",2.0,10.0,False
model_A,2,86,"My choice is 2. What is 85 + 92?

Answer: 85 + 92 = 177",2.0,100.0,False
model_A,2,87,"My choice is 33 + 14 = 47

The answer is 47.",3.0,50.0,False
model_A,2,88,"My choice is 1. What is 99 + 97? (100 points)

Answer: 99 + 97 = 196",1.0,100.0,False
model_A,2,89,"My choice is 2. What is 27 + 49?

27 + 49 = 76",2.0,10.0,False
model_A,2,90,My choice is 111 + 118 = 229.,1.0,50.0,False
model_A,2,91,"My choice is question 1.

31 + 11 = 42",1.0,10.0,False
model_A,2,92,"My choice is 115 + 105 = 220

The answer is 220.",1.0,100.0,False
model_A,2,93,"My choice is 2. What is 65 + 76?

Answer: 65 + 76 = 141",2.0,50.0,False
model_A,2,94,"My choice is 2. What is 117 + 84?

Answer: 211",2.0,100.0,False
model_A,2,95,"My choice is question 1.

29 + 47 = 76",1.0,10.0,False
model_A,2,96,"My choice is 119 + 86 = 205

The answer is 205.",1.0,100.0,False
model_A,2,97,"My choice is 2. What is 22 + 30?

Answer: 52",2.0,10.0,False
model_A,2,98,"My choice is 2. What is 27 + 47?

27 + 47 = 74",2.0,10.0,False
model_A,2,99,"My choice is question 1.

24 + 33 = 57

ThereforeThe answer is 57.",1.0,10.0,False
model_A,2,100,"My choice is 2. What is 117 + 114?

Answer: 231",2.0,100.0,False
model_A,3,1,"My choice is 1. What is 93 + 113? (100 points)

Answer: 206

93 + 113 = 206",1.0,100.0,False
model_A,3,2,"My choice is 1. What is 91 + 83? (100 points)

Answer: 174",1.0,100.0,False
model_A,3,3,"My choice is 1. What is 149 + 96? (100 points)

149 + 96 = 245",1.0,100.0,False
model_A,3,4,"My choice is 1. What is 50 + 60? (50 points)

Answer: 50 + 60 = 110",1.0,50.0,False
model_A,3,5,"My choice is 2. What is 23 + 31?

Answer: 54",2.0,10.0,False
model_A,3,6,"My choice is question 2.

52 + 79 = 131",2.0,50.0,False
model_A,3,7,"My choice is question 1.

104 + 115 = 219",1.0,100.0,False
model_A,3,8,"My choice is 1. What is 92 + 94? (100 points)

Answer: 92 + 94 = 186",1.0,100.0,False
model_A,3,9,"My choice is question 1.

73 + 72 = 145

ThereforeThe answer is 145.",1.0,50.0,False
model_A,3,10,"My choice is question 1.

The answer is 68.",1.0,10.0,False
model_A,3,11,"My choice is 1. What is 70 + 53? (50 points)

Answer: 70 + 53 = 123",1.0,50.0,False
model_A,3,12,"My choice is question 3.

120 + 83 = 203",3.0,100.0,False
model_A,3,13,"My choice is 111 + 117 = 228

The answer is 228.",1.0,100.0,False
model_A,3,14,My choice is 131 + 93 = 224,1.0,50.0,False
model_A,3,15,"My choice is 2. What is 55 + 53?

55 + 53 = 108",2.0,50.0,False
model_A,3,16,"My choice is question 1.

139 + 103 = 242",1.0,100.0,False
model_A,3,17,"My choice is 2. What is 84 + 67?

Answer: 84 + 67 = 151",2.0,50.0,False
model_A,3,18,"My choice is question 1.

144 + 118 = 262",1.0,100.0,False
model_A,3,19,"My choice is 1. What is 82 + 88? (50 points)

Answer: 170",1.0,50.0,False
model_A,3,20,"My choice is question 1.

121 + 101 = 222",1.0,100.0,False
model_A,3,21,"My choice is 110 + 126 = 236

The answer is 236.",1.0,100.0,False
model_A,3,22,My choice is 2. 41 + 14 = 55,2.0,10.0,False
model_A,3,23,"My choice is 1. What is 134 + 83? (100 points)

Answer: 134 + 83 = 217",1.0,100.0,False
model_A,3,24,"My choice is 2. What is 73 + 78?

Answer: 73 + 78 = 151",2.0,50.0,False
model_A,3,25,"My choice is question 1.

24 + 14 = 38",1.0,10.0,False
model_A,3,26,"My choice is question 2.

64 + 54 = 118",2.0,50.0,False
model_A,3,27,"My choice is 2. What is 67 + 81?

Answer: 67 + 81 = 148",2.0,50.0,False
model_A,3,28,"My choice is 3. What is 76 + 62?

Answer: 76 + 62 = 138",3.0,50.0,False
model_A,3,29,"My choice is 1. What is 79 + 53? (50 points)

Answer: 79 + 53 = 132",1.0,50.0,False
model_A,3,30,"My choice is 1. What is 148 + 98?

Answer: 148 + 98 = 246",1.0,100.0,False
model_A,3,31,"My choice is 2. What is 79 + 65?

Answer: 79 + 65 = 144",2.0,50.0,False
model_A,3,32,"My choice is 2. What is 13 + 44?

Answer: 57",2.0,10.0,False
model_A,3,33,"My choice is 1. What is 101 + 94? (100 points)

Answer: 195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

19",,,True
model_A,3,34,"My choice is question 2.

142 + 79 = 221",2.0,100.0,False
model_A,3,35,"My choice is 2. What is 87 + 84?

Answer: 171",2.0,50.0,False
model_A,3,36,"My choice is 1. What is 147 + 80? (100 points)

Answer: 147 + 80 = 227",1.0,100.0,False
model_A,3,37,"My choice is 2. What is 88 + 113?

Answer: 201",2.0,100.0,False
model_A,3,38,"My choice is 2. What is 85 + 109?

Answer: 194",2.0,100.0,False
model_A,3,39,"My choice is 2. What is 83 + 70?

Answer: 153",2.0,50.0,False
model_A,3,40,"My choice is question 2.

58 + 69 = 127",2.0,50.0,False
model_A,3,41,"My choice is question 1.

89 + 104 = 193",1.0,100.0,False
model_A,3,42,"My choice is 2. What is 111 + 93?

Answer: 204",2.0,100.0,False
model_A,3,43,"My choice is 2. What is 147 + 70?

Answer: 217",2.0,100.0,False
model_A,3,44,"My choice is question 3.

93 + 117 = 210",3.0,100.0,False
model_A,3,45,"My choice is question 1.

88 + 63 = 151",1.0,50.0,False
model_A,3,46,"My choice is question 1.

134 + 123 = 257",1.0,100.0,False
model_A,3,47,"My choice is question 2.

58 + 66 = 124",2.0,50.0,False
model_A,3,48,"My choice is 2. What is 89 + 130?

Answer: 219",2.0,100.0,False
model_A,3,49,"My choice is question 1.

12 + 33 = 45",1.0,10.0,False
model_A,3,50,"My choice is question 1.

52 + 72 = 124",1.0,50.0,False
model_A,3,51,"My choice is 1. What is 76 + 89? (50 points)

Answer: 76 + 89 = 165",1.0,50.0,False
model_A,3,52,"My choice is 122 + 120 = 242

The answer is 242.",1.0,100.0,False
model_A,3,53,"My choice is 2. What is 84 + 124?

Answer: 208",2.0,100.0,False
model_A,3,54,"My choice is question 1.

22 + 39 = 61",1.0,10.0,False
model_A,3,55,"My choice is question 1.

35 + 31 = 66",1.0,10.0,False
model_A,3,56,"My choice is question 2.

113 + 81 = 194",2.0,100.0,False
model_A,3,57,"My choice is question 2.

120 + 97 = 217",2.0,100.0,False
model_A,3,58,"My choice is 2. What is 62 + 66?

Answer: 62 + 66 = 128",2.0,50.0,False
model_A,3,59,"My choice is question 2.

135 + 74 = 209",2.0,100.0,False
model_A,3,60,"My choice is 2. What is 82 + 69?

Answer: 151",2.0,50.0,False
model_A,3,61,"My choice is 2. What is 128 + 113?

Answer: 241",2.0,100.0,False
model_A,3,62,"My choice is question 1.

116 + 83 = 199",1.0,100.0,False
model_A,3,63,"My choice is 39 + 38 = 77

The answer is 77.",3.0,50.0,False
model_A,3,64,"My choice is 2. What is 28 + 42?

Answer: 28 + 42 = 70",2.0,10.0,False
model_A,3,65,"My choice is 1. What is 59 + 51? (50 points)

Answer: 59 + 51 = 110",1.0,50.0,False
model_A,3,66,"My choice is 129 + 101 = 230

The answer is 230.",1.0,100.0,False
model_A,3,67,My choice is 19 + 10 = 29.,1.0,10.0,False
model_A,3,68,"My choice is 2. What is 138 + 78?

Answer: 216",2.0,100.0,False
model_A,3,69,"My choice is 2. What is 70 + 78?

Answer: 148",2.0,50.0,False
model_A,3,70,"My choice is question 2.

2. What is 20 + 40?

The answer is 60.",2.0,10.0,False
model_A,3,71,"My choice is 1. What is 89 + 115? (100 points)

Answer: 204",1.0,100.0,False
model_A,3,72,"My choice is 2. What is 70 + 84?

Answer: 70 + 84 = 154",2.0,50.0,False
model_A,3,73,"My choice is 2. What is 133 + 96?

Answer: 229",2.0,100.0,False
model_A,3,74,"My choice is question 1.

133 + 94 = 227

ThereforeThe answer is 227.",1.0,100.0,False
model_A,3,75,"My choice is 2. What is 129 + 124?

Answer: 253",2.0,100.0,False
model_A,3,76,"My choice is question 1.

108 + 87 = 195

ThereforeThe answer is 195.",1.0,100.0,False
model_A,3,77,"My choice is question 1.

101 + 123 = 224",1.0,100.0,False
model_A,3,78,"My choice is 2. What is 83 + 75?

Answer: 158",2.0,100.0,False
model_A,3,79,"My choice is question 2.

128 + 90 = 218",2.0,100.0,False
model_A,3,80,"My choice is question 1.

133 + 86 = 219",1.0,100.0,False
model_A,3,81,"My choice is question 2.

53 + 72 = 125",2.0,50.0,False
model_A,3,82,"My choice is question 3.

99 + 85 = 184",3.0,100.0,False
model_A,3,83,"My choice is 2. What is 112 + 119?

Answer: 231",2.0,100.0,False
model_A,3,84,"My choice is question 1.

119 + 76 = 195",1.0,100.0,False
model_A,3,85,"My choice is 2. What is 46 + 34?

Answer: 80",2.0,10.0,False
model_A,3,86,"My choice is 2. What is 85 + 92?

Answer: 177",2.0,100.0,False
model_A,3,87,"My choice is 33 + 14 = 47

The answer is 47.",3.0,50.0,False
model_A,3,88,"My choice is 1. What is 99 + 97? (100 points)

Answer: 99 + 97 = 196",1.0,100.0,False
model_A,3,89,"My choice is 2. What is 27 + 49?

27 + 49 = 76",2.0,10.0,False
model_A,3,90,My choice is 111 + 118 = 229.,1.0,50.0,False
model_A,3,91,"My choice is question 1.

31 + 11 = 42",1.0,10.0,False
model_A,3,92,"My choice is 115 + 105 = 220

The answer is 220.",1.0,100.0,False
model_A,3,93,"My choice is 2. What is 65 + 76?

Answer: 65 + 76 = 141",2.0,50.0,False
model_A,3,94,"My choice is 2. What is 117 + 84?

Answer: 211",2.0,100.0,False
model_A,3,95,"My choice is question 1.

29 + 47 = 76",1.0,10.0,False
model_A,3,96,"My choice is 119 + 86 = 205

The answer is 205.",1.0,100.0,False
model_A,3,97,"My choice is 2. What is 22 + 30?

Answer: 52",2.0,10.0,False
model_A,3,98,"My choice is 2. What is 27 + 47?

27 + 47 = 74",2.0,10.0,False
model_A,3,99,"My choice is 2. What is 61 + 69?

Answer: 130",2.0,50.0,False
model_A,3,100,"My choice is question 1.

27 + 12 = 39",1.0,10.0,False
model_A,4,1,"My choice is 1. What is 93 + 113? (100 points)

Answer: 206

93 + 113 = 206",1.0,100.0,False
model_A,4,2,"My choice is 1. What is 91 + 83? (100 points)

Answer: 174",1.0,100.0,False
model_A,4,3,"My choice is question 1.

149 + 96 = 245

ThereforeThe answer is 245.",1.0,100.0,False
model_A,4,4,"My choice is 1. What is 50 + 60? (50 points)

Answer: 50 + 60 = 110",1.0,50.0,False
model_A,4,5,"My choice is 2. What is 23 + 31?

23 + 31 = 54",2.0,10.0,False
model_A,4,6,"My choice is question 2.

52 + 79 = 131

ThereforeThe answer is 131.",2.0,50.0,False
model_A,4,7,"My choice is question 1.

104 + 115 = 219",1.0,100.0,False
model_A,4,8,"My choice is 1. What is 92 + 94? (100 points)

Answer: 92 + 94 = 186",1.0,100.0,False
model_A,4,9,"My choice is question 1.

73 + 72 = 145

ThereforeThe answer is 145.",1.0,50.0,False
model_A,4,10,"My choice is question 1.

The answer is 68.",1.0,10.0,False
model_A,4,11,"My choice is question 1.

70 + 53 = 123

ThereforeThe answer is 123.",1.0,50.0,False
model_A,4,12,"My choice is question 3.

120 + 83 = 203",3.0,100.0,False
model_A,4,13,"My choice is 111 + 117 = 228

The answer is 228.",1.0,100.0,False
model_A,4,14,My choice is 131 + 93 = 224,1.0,50.0,False
model_A,4,15,"My choice is 2. What is 55 + 53?

Answer: 55 + 53 = 108",2.0,50.0,False
model_A,4,16,"My choice is question 1.

139 + 103 = 242

ThereforeThe answer is 242.",1.0,100.0,False
model_A,4,17,"My choice is 2. What is 84 + 67?

Answer: 84 + 67 = 151",2.0,50.0,False
model_A,4,18,"My choice is question 1.

144 + 118 = 262",1.0,100.0,False
model_A,4,19,"My choice is 1. What is 82 + 88? (50 points)

Answer: 170",1.0,50.0,False
model_A,4,20,"My choice is question 1.

121 + 101 = 222",1.0,100.0,False
model_A,4,21,"My choice is 110 + 126 = 236

The answer is 236.",1.0,100.0,False
model_A,4,22,My choice is 2 + 2 = 4.,2.0,10.0,False
model_A,4,23,"My choice is 1. What is 134 + 83? (100 points)

Answer: 134 + 83 = 217",1.0,100.0,False
model_A,4,24,"My choice is 2. What is 73 + 78?

Answer: 73 + 78 = 151",2.0,50.0,False
model_A,4,25,"My choice is question 1.

24 + 14 = 38",1.0,10.0,False
model_A,4,26,"My choice is question 2.

64 + 54 = 118",2.0,50.0,False
model_A,4,27,"My choice is 2. What is 67 + 81?

Answer: 67 + 81 = 148",2.0,50.0,False
model_A,4,28,"My choice is 3. What is 76 + 62?

Answer: 76 + 62 = 138",3.0,50.0,False
model_A,4,29,"My choice is 1. What is 79 + 53? (50 points)

Answer: 79 + 53 = 132",1.0,50.0,False
model_A,4,30,"My choice is 1. What is 148 + 98? (100 points)

Answer: 148 + 98 = 246",1.0,100.0,False
model_A,4,31,"My choice is 2. What is 79 + 65?

Answer: 79 + 65 = 144",2.0,50.0,False
model_A,4,32,My choice is 2. What is 13 + 44? The answer is 57.,2.0,10.0,False
model_A,4,33,"My choice is 1. What is 101 + 94? (100 points)

Answer: 195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

19",,,True
model_A,4,34,"My choice is question 2.

142 + 79 = 221",2.0,100.0,False
model_A,4,35,"My choice is 2. What is 87 + 84?

Answer: 171",2.0,50.0,False
model_A,4,36,"My choice is 1. What is 147 + 80? (100 points)

Answer: 147 + 80 = 227",1.0,100.0,False
model_A,4,37,"My choice is 2. What is 88 + 113?

Answer: 201",2.0,100.0,False
model_A,4,38,"My choice is 2. What is 85 + 109? (100 points)

85 + 109 = 194",2.0,100.0,False
model_A,4,39,"My choice is 2. What is 83 + 70?

Answer: 153",2.0,50.0,False
model_A,4,40,"My choice is question 2.

58 + 69 = 127",2.0,50.0,False
model_A,4,41,"My choice is 1. What is 89 + 104? (100 points)

Answer: 89 + 104 = 193",1.0,100.0,False
model_A,4,42,"My choice is 2. What is 111 + 93?

Answer: 204",2.0,100.0,False
model_A,4,43,"My choice is 2. What is 147 + 70?

Answer: 217",2.0,100.0,False
model_A,4,44,"My choice is question 3.

93 + 117 = 210",3.0,100.0,False
model_A,4,45,"My choice is question 1.

88 + 63 = 151",1.0,50.0,False
model_A,4,46,"My choice is question 1.

134 + 123 = 257",1.0,100.0,False
model_A,4,47,"My choice is question 2.

58 + 66 = 124",2.0,50.0,False
model_A,4,48,"My choice is 2. What is 89 + 130?

Answer: 219",2.0,100.0,False
model_A,4,49,"My choice is question 1.

12 + 33 = 45",1.0,10.0,False
model_A,4,50,"My choice is question 1.

52 + 72 = 124",1.0,50.0,False
model_A,4,51,"My choice is 1. What is 76 + 89? (50 points)

Answer: 76 + 89 = 165",1.0,50.0,False
model_A,4,52,"My choice is 122 + 120 = 242

The answer is 242.",1.0,100.0,False
model_A,4,53,"My choice is 2. What is 84 + 124?

Answer: 208",2.0,100.0,False
model_A,4,54,"My choice is question 1.

22 + 39 = 61",1.0,10.0,False
model_A,4,55,"My choice is 2. What is 67 + 54? (50 points)

67 + 54 = 121",2.0,50.0,False
model_A,4,56,"My choice is question 2.

113 + 81 = 194",2.0,100.0,False
model_A,4,57,"My choice is question 2.

120 + 97 = 217",2.0,100.0,False
model_A,4,58,"My choice is 2. What is 62 + 66?

Answer: 62 + 66 = 128",2.0,50.0,False
model_A,4,59,"My choice is question 2.

135 + 74 = 209",2.0,100.0,False
model_A,4,60,"My choice is 2. What is 82 + 69?

Answer: 151",2.0,50.0,False
model_A,4,61,"My choice is 2. What is 128 + 113?

Answer: 241",2.0,100.0,False
model_A,4,62,"My choice is question 1.

116 + 83 = 199",1.0,100.0,False
model_A,4,63,My choice is 39 + 38 = 77.,3.0,50.0,False
model_A,4,64,"My choice is 2. What is 28 + 42?

Answer: 28 + 42 = 70",2.0,10.0,False
model_A,4,65,"My choice is 1. What is 59 + 51? (50 points)

Answer: 59 + 51 = 110",1.0,50.0,False
model_A,4,66,"My choice is 129 + 101 = 230

The answer is 230.",1.0,100.0,False
model_A,4,67,"My choice is 19 + 10 = 29

The answer is 29.",1.0,10.0,False
model_A,4,68,"My choice is 2. What is 138 + 78?

Answer: 216",2.0,100.0,False
model_A,4,69,"My choice is 2. What is 70 + 78?

Answer: 148",2.0,50.0,False
model_A,4,70,"My choice is question 2.

2. What is 20 + 40?

The answer is 60.",2.0,10.0,False
model_A,4,71,"My choice is 1. What is 89 + 115? (100 points)

Answer: 204",1.0,100.0,False
model_A,4,72,"My choice is 2. What is 70 + 84?

Answer: 70 + 84 = 154",2.0,50.0,False
model_A,4,73,"My choice is 2. What is 133 + 96?

Answer: 229",2.0,100.0,False
model_A,4,74,"My choice is question 1.

133 + 94 = 227

ThereforeThe answer is 227.",1.0,100.0,False
model_A,4,75,"My choice is 2. What is 129 + 124?

Answer: 253",2.0,100.0,False
model_A,4,76,"My choice is question 1.

108 + 87 = 195

ThereforeThe answer is 195.",1.0,100.0,False
model_A,4,77,"My choice is question 1.

101 + 123 = 224",1.0,100.0,False
model_A,4,78,"My choice is 2. What is 83 + 75? (100 points)

83 + 75 = 158",2.0,100.0,False
model_A,4,79,"My choice is question 2: What is 128 + 90?

Answer: 218",2.0,100.0,False
model_A,4,80,"My choice is question 1.

133 + 86 = 219",1.0,100.0,False
model_A,4,81,"My choice is question 2.

53 + 72 = 125",2.0,50.0,False
model_A,4,82,"My choice is question 3.

99 + 85 = 184",3.0,100.0,False
model_A,4,83,"My choice is 2. What is 112 + 119?

Answer: 231",2.0,100.0,False
model_A,4,84,"My choice is question 1.

119 + 76 = 195

ThereforeThe answer is 195.",1.0,100.0,False
model_A,4,85,My choice is 2. What is 46 + 34? The answer is 80.,2.0,10.0,False
model_A,4,86,"My choice is 2. What is 85 + 92?

Answer: 85 + 92 = 177",2.0,100.0,False
model_A,4,87,"My choice is 33 + 14 = 47

The answer is 47.",3.0,50.0,False
model_A,4,88,"My choice is 1. What is 99 + 97? (100 points)

Answer: 99 + 97 = 196",1.0,100.0,False
model_A,4,89,"My choice is 2. What is 27 + 49?

27 + 49 = 76",2.0,10.0,False
model_A,4,90,My choice is 111 + 118 = 229.,1.0,50.0,False
model_A,4,91,"My choice is question 1.

31 + 11 = 42",1.0,10.0,False
model_A,4,92,"My choice is 115 + 105 = 220

The answer is 220.",1.0,100.0,False
model_A,4,93,"My choice is 2. What is 65 + 76?

Answer: 65 + 76 = 141",2.0,50.0,False
model_A,4,94,"My choice is 1. What is 41 + 38? (10 points)

Answer: 79",1.0,10.0,False
model_A,4,95,"My choice is question 1.

29 + 47 = 76",1.0,10.0,False
model_A,4,96,"My choice is 119 + 86 = 205

The answer is 205.",1.0,100.0,False
model_A,4,97,"My choice is 2. What is 22 + 30?

Answer: 52",2.0,10.0,False
model_A,4,98,"My choice is 2. What is 27 + 47?

27 + 47 = 74",2.0,10.0,False
model_A,4,99,"My choice is 2. What is 61 + 69?

Answer: 130",2.0,50.0,False
model_A,4,100,"My choice is question 1.

27 + 12 = 39",1.0,10.0,False
model_A,5,1,"My choice is 1. What is 93 + 113? (100 points)

Answer: 206

93 + 113 = 206",1.0,100.0,False
model_A,5,2,"My choice is 1. What is 91 + 83? (100 points)

Answer: 174",1.0,100.0,False
model_A,5,3,"My choice is question 1.

149 + 96 = 245

ThereforeThe answer is 245.",1.0,100.0,False
model_A,5,4,"My choice is 1. What is 50 + 60? (50 points)

Answer: 50 + 60 = 110",1.0,50.0,False
model_A,5,5,"My choice is 2. What is 23 + 31?

Answer: 54",2.0,10.0,False
model_A,5,6,"My choice is question 2.

52 + 79 = 131",2.0,50.0,False
model_A,5,7,"My choice is question 1.

104 + 115 = 219",1.0,100.0,False
model_A,5,8,"My choice is 1. What is 92 + 94? (100 points)

Answer: 92 + 94 = 186",1.0,100.0,False
model_A,5,9,"My choice is question 1.

73 + 72 = 145

ThereforeThe answer is 145.",1.0,50.0,False
model_A,5,10,"My choice is question 1.

The answer is 68.",1.0,10.0,False
model_A,5,11,"My choice is 1. What is 70 + 53? (50 points)

Answer: 70 + 53 = 123",1.0,50.0,False
model_A,5,12,"My choice is question 3.

120 + 83 = 203",3.0,100.0,False
model_A,5,13,"My choice is 111 + 117 = 228

The answer is 228.",1.0,100.0,False
model_A,5,14,My choice is 131 + 93 = 224,1.0,50.0,False
model_A,5,15,"My choice is 2. What is 55 + 53?

55 + 53 = 108",2.0,50.0,False
model_A,5,16,"My choice is question 1.

139 + 103 = 242

ThereforeThe answer is 242.",1.0,100.0,False
model_A,5,17,"My choice is 2. What is 84 + 67?

Answer: 84 + 67 = 151",2.0,50.0,False
model_A,5,18,"My choice is question 1.

144 + 118 = 262",1.0,100.0,False
model_A,5,19,"My choice is 1. What is 82 + 88? (50 points)

Answer: 170",1.0,50.0,False
model_A,5,20,"My choice is 1. What is 121 + 101?

Answer: 222

121 + 101 = 222",1.0,100.0,False
model_A,5,21,"My choice is 110 + 126 = 236

The answer is 236.",1.0,100.0,False
model_A,5,22,"My choice is 2. What is 41 + 14?

Answer: 55",2.0,10.0,False
model_A,5,23,"My choice is 1. What is 134 + 83? (100 points)

Answer: 134 + 83 = 217",1.0,100.0,False
model_A,5,24,"My choice is 2. What is 73 + 78?

Answer: 73 + 78 = 151",2.0,50.0,False
model_A,5,25,"My choice is question 1.

24 + 14 = 38",1.0,10.0,False
model_A,5,26,"My choice is question 2.

64 + 54 = 118",2.0,50.0,False
model_A,5,27,"My choice is question 2.

67 + 81 = 148",2.0,50.0,False
model_A,5,28,"My choice is 3. What is 76 + 62?

Answer: 76 + 62 = 138",3.0,50.0,False
model_A,5,29,"My choice is 1. What is 79 + 53? (50 points)

Answer: 79 + 53 = 132",1.0,50.0,False
model_A,5,30,"My choice is question 1.

148 + 98 = 246

ThereforeThe answer is 246.",1.0,100.0,False
model_A,5,31,"My choice is 2. What is 79 + 65?

Answer: 79 + 65 = 144",2.0,50.0,False
model_A,5,32,"My choice is 2. What is 13 + 44?

Answer: 57",2.0,10.0,False
model_A,5,33,"My choice is question 1.

101 + 94 = 195

ThereforeThe answer is 195.",1.0,100.0,False
model_A,5,34,"My choice is question 2.

142 + 79 = 221",2.0,100.0,False
model_A,5,35,"My choice is 2. What is 87 + 84?

Answer: 171",2.0,50.0,False
model_A,5,36,"My choice is 1. What is 147 + 80? (100 points)

147 + 80 = 227",1.0,100.0,False
model_A,5,37,"My choice is 1. What is 15 + 21? (10 points)

Answer: 15 + 21 = 36",1.0,10.0,False
model_A,5,38,"My choice is 2. What is 85 + 109? (100 points)

85 + 109 = 194",2.0,100.0,False
model_A,5,39,"My choice is 2. What is 83 + 70?

Answer: 153",2.0,50.0,False
model_A,5,40,"My choice is question 2.

58 + 69 = 127",2.0,50.0,False
model_A,5,41,"My choice is 1. What is 89 + 104? (100 points)

Answer: 89 + 104 = 193",1.0,100.0,False
model_A,5,42,"My choice is 2. What is 111 + 93?

Answer: 204",2.0,100.0,False
model_A,5,43,"My choice is 2. What is 147 + 70?

Answer: 217",2.0,100.0,False
model_A,5,44,"My choice is question 3.

93 + 117 = 210",3.0,100.0,False
model_A,5,45,"My choice is question 3.

123 + 83 = 206",3.0,100.0,False
model_A,5,46,"My choice is question 1.

134 + 123 = 257

ThereforeThe answer is 257.",1.0,100.0,False
model_A,5,47,"My choice is question 2.

58 + 66 = 124",2.0,50.0,False
model_A,5,48,"My choice is 2. What is 89 + 130?

Answer: 219",2.0,100.0,False
model_A,5,49,"My choice is question 1.

12 + 33 = 45",1.0,10.0,False
model_A,5,50,"My choice is question 1.

52 + 72 = 124",1.0,50.0,False
model_A,5,51,"My choice is 1. What is 76 + 89? (50 points)

Answer: 76 + 89 = 165",1.0,50.0,False
model_A,5,52,"My choice is 122 + 120 = 242

The answer is 242.",1.0,100.0,False
model_A,5,53,"My choice is 2. What is 84 + 124?

Answer: 208",2.0,100.0,False
model_A,5,54,"My choice is 2. What is 109 + 84? (100 points)

109 + 84 = 193",2.0,100.0,False
model_A,5,55,"My choice is question 2.

67 + 54 = 121",2.0,50.0,False
model_A,5,56,"My choice is question 2.

113 + 81 = 194",2.0,100.0,False
model_A,5,57,"My choice is 2. What is 120 + 97?

Answer: 217",2.0,100.0,False
model_A,5,58,"My choice is 2. What is 62 + 66?

Answer: 62 + 66 = 128",2.0,50.0,False
model_A,5,59,"My choice is question 2.

135 + 74 = 209",2.0,100.0,False
model_A,5,60,"My choice is 2. What is 82 + 69?

Answer: 151",2.0,50.0,False
model_A,5,61,"My choice is 2. What is 128 + 113?

128 + 113 = 241",2.0,100.0,False
model_A,5,62,"My choice is question 1.

116 + 83 = 199",1.0,100.0,False
model_A,5,63,My choice is 39 + 38 = 77.,3.0,50.0,False
model_A,5,64,"My choice is 2. What is 28 + 42?

Answer: 28 + 42 = 70",2.0,10.0,False
model_A,5,65,"My choice is 1. What is 59 + 51? (50 points)

Answer: 59 + 51 = 110",1.0,50.0,False
model_A,5,66,"My choice is 129 + 101 = 230

The answer is 230.",1.0,100.0,False
model_A,5,67,"My choice is 19 + 10 = 29

The answer is 29.",1.0,10.0,False
model_A,5,68,"My choice is 2. What is 138 + 78?

Answer: 216",2.0,100.0,False
model_A,5,69,"My choice is 2. What is 70 + 78?

Answer: 148",2.0,50.0,False
model_A,5,70,"My choice is question 2.

2. What is 20 + 40?

The answer is 60.",2.0,10.0,False
model_A,5,71,"My choice is 1. What is 89 + 115? (100 points)

Answer: 204",1.0,100.0,False
model_A,5,72,"My choice is 2. What is 70 + 84?

Answer: 70 + 84 = 154",2.0,50.0,False
model_A,5,73,"My choice is question 1.

34 + 19 = 53",1.0,10.0,False
model_A,5,74,"My choice is question 1.

133 + 94 = 227

ThereforeThe answer is 227.",1.0,100.0,False
model_A,5,75,"My choice is 2. What is 129 + 124?

Answer: 129 + 124 = 253",2.0,100.0,False
model_A,5,76,"My choice is 1. What is 108 + 87? (100 points)

Answer: 195

108 + 87 = 195",1.0,100.0,False
model_A,5,77,"My choice is 1. What is 101 + 123? (100 points)

Answer: 224",1.0,100.0,False
model_A,5,78,"My choice is 2. What is 83 + 75? (100 points)

83 + 75 = 158",2.0,100.0,False
model_A,5,79,"My choice is question 2.

128 + 90 = 218",2.0,100.0,False
model_A,5,80,"My choice is question 1.

133 + 86 = 219",1.0,100.0,False
model_A,5,81,"My choice is question 2.

53 + 72 = 125",2.0,50.0,False
model_A,5,82,"My choice is question 3.

99 + 85 = 184",3.0,100.0,False
model_A,5,83,"My choice is 2. What is 112 + 119?

Answer: 231",2.0,100.0,False
model_A,5,84,"My choice is question 1.

119 + 76 = 195",1.0,100.0,False
model_A,5,85,My choice is 2. What is 46 + 34? The answer is 80.,2.0,10.0,False
model_A,5,86,"My choice is 2. What is 85 + 92?

Answer: 85 + 92 = 177",2.0,100.0,False
